figi,ticker,name,asset_uid,issue_size,shares_outstanding,free_float,market_capitalization,pe_ratio_ttm,price_to_book_ttm,price_to_sales_ttm,roe,roa,net_margin_mrq,revenue_ttm,net_income_ttm,total_debt_mrq,total_debt_to_equity_mrq,average_daily_volume_last_10_days,average_daily_volume_last_4_weeks,high_price_last_52_weeks,low_price_last_52_weeks,currency_x,uid,adr_to_common_share_ratio,beta,buy_back_ttm,currency_y,current_ratio_mrq,diluted_eps_ttm,dividend_payout_ratio_fy,dividend_rate_ttm,dividend_yield_daily_ttm,dividends_per_share,domicile_indicator_code,ebitda_change_five_years,ebitda_ttm,eps_change_five_years,eps_ttm,ev_to_ebitda_mrq,ev_to_sales,ex_dividend_date,fiscal_period_end_date,fiscal_period_start_date,five_year_annual_dividend_growth_rate,five_year_annual_revenue_growth_rate,five_years_average_dividend_yield,fixed_charge_coverage_ratio_fy,forward_annual_dividend_yield,free_cash_flow_to_price,free_cash_flow_ttm,net_debt_to_ebitda,net_interest_margin_mrq,number_of_employees,one_year_annual_revenue_growth_rate,price_to_free_cash_flow_ttm,revenue_change_five_years,roic,three_year_annual_revenue_growth_rate,total_debt_change_five_years,total_debt_to_ebitda_mrq,total_enterprise_value_mrq,№,Наименование,Регистрационный номер,Код налогоплательщика,Организационно-правовая форма,"2024, Среднесписочная численность работников",Налоговый режим,"2024, Нематериальные активы, RUB","2024, Основные средства , RUB","2024, Доходные вложения в материальные ценности, RUB","2024, Долгосрочные финансовые вложения, RUB","2024, Отложенные налоговые активы, RUB","2024, Прочие внеоборотные активы, RUB","2024, Внеоборотные активы, RUB","2024, Запасы, RUB","2024, Чистые активы, RUB","2024, НДС по приобретенным ценностям , RUB","2024, Дебиторская задолженность, RUB","2024, Краткосрочные финансовые вложения, RUB","2024, Денежные средства и денежные эквиваленты, RUB","2024, Прочие оборотные активы, RUB","2024, Оборотные активы, RUB","2024, Активы  всего, RUB","2024, Уставный капитал , RUB","2024, Собственные акции, выкупленные у акционеров, RUB","2024, Переоценка внеоборотных активов, RUB","2024, Добавочный капитал, RUB","2024, Резервный капитал, RUB","2024, Нераспределенная прибыль (непокрытый убыток), RUB","2024, Капитал и резервы, RUB","2024, Заёмные средства (долгосрочные), RUB","2024, Отложенные налоговые обязательства, RUB","2024, Прочие долгосрочные обязательства, RUB","2024, Долгосрочные обязательства, RUB","2024, Заёмные средства (краткосрочные), RUB","2024, Кредиторская задолженность, RUB","2024, Доходы будущих периодов , RUB","2024, Прочие краткосрочные обязательства, RUB","2024, Краткосрочные обязательства, RUB","2024, Пассивы всего, RUB","2024, Собственный оборотный капитал, RUB","2024, Собственный капитал, RUB","2024, Совокупный долг, RUB","2024, Выручка, RUB","2024, Себестоимость продаж, RUB","2024, Валовая прибыль (убыток), RUB","2024, Коммерческие расходы, RUB","2024, Управленческие расходы, RUB","2024, Прибыль (убыток) от продажи, RUB","2024, Доходы от участия в других организациях, RUB","2024, Проценты к получению, RUB","2024, Проценты к уплате, RUB","2024, Прочие доходы, RUB","2024, Прочие расходы, RUB","2024, Прибыль (убыток) до налогообложения , RUB","2024, Налог на прибыль, RUB","2024, Чистая прибыль (убыток), RUB","2024, EBIT, RUB","2024, Поступления от текущих операций, RUB","2024, Поступления от продаж, RUB","2024, Поступления арендных, лицензионных, комиссионных платежей, роялти, RUB","2024, Поступления от перепродажи финансовых вложений, RUB","2024, Платежи по текущим операциям, RUB","2024, Платежи поставщикам и подрядчикам, RUB","2024, Оплата труда, RUB","2024, Оплата процентов по долговым обязательствам, RUB","2024, Налог на прибыль, RUB.1","2024, Сальдо денежных потоков от текущих операций, RUB","2024, Поступления от инвестиционных операций, RUB","2024, Продажа внеоборотных активов, RUB","2024, Продажа акций других организаций, RUB","2024, Поступления от возврата займов, продажи долговых ценных бумаг, RUB","2024, Получение дивидендов, процентов, RUB","2024, Платежи по инвестиционным операциям, RUB","2024, Приобретение внеоборотных активов, RUB","2024, Приобретение акций (долей участия), RUB","2024, Приобретение долговых ценных бумаг, предоставление займов, RUB","2024, Платежи по процентам, RUB","2024, Сальдо денежных потоков от инвестиционных операций, RUB","2024, Поступления от финансовых операций, RUB","2024, Получение кредитов и займов, RUB","2024, Поступление денежных вкладов собственников (участников), RUB","2024, Поступления от выпуска акций, увеличения долей участия, RUB","2024, Поступления от выпуска облигаций, векселей и других долговых ценных бумаг и др., RUB","2024, Платежи по финансовым операциям, RUB","2024, Выкуп акций (долей) у собственников, RUB","2024, Выплата дивидендов, RUB","2024, Погашение векселей, возврат кредитов и займов, RUB","2024, Сальдо денежных потоков от финансовых операций, RUB","2024, Сальдо денежных потоков за отчетный период, RUB","2024, Поступление денежных средств всего, RUB","2024, Платежей всего, RUB"
BBG004RVFFC0,TATN,Татнефть,9da0b54d-f8dd-4e75-9081-ec0b8257775c,2178690700,2178690700.0,0.32,1222027613630.0,5.77,0.96,0.62,16.31,9.92,10.71,1977399000000.0,211753000000.0,66925000000.0,5.25,1414377.11,1174614.32,769.8,511.1,,88468f6c-c67a-4fb4-a006-53eed803883c,0.0,0.74,0.0,RUB,0.0,0.0,67.48,65.59,11.69,65.59,,64.5,396200000000.0,60.22,97.19,3.1,0.0,2026-01-09T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,10.4,0.0,0.0,0.0,165945000000.0,0.02,0.0,0.0,27.77,7.36,117.78,0.0,17.07,-67.8,0.0,1228373613630.0,3482,"ТАТНЕФТЬ ИМ. В.Д. ШАШИНА, ПАО",1021601623702.0,1644003838.0,12247 - Публичные акционерные общества,,,11478783000.0,434810069000.0,,206819348000.0,,23751066000.0,677576958000.0,184900295000.0,992645449000.0,2168632000.0,551374246000.0,12530526000.0,64365220000.0,201798000.0,815540717000.0,1493117675000.0,2326199000.0,,,2106879000.0,116310000.0,987581294000.0,992130682000.0,,46231221000.0,20644242000.0,97463751000.0,50472396000.0,343925929000.0,514767000.0,,403523242000.0,1493117675000.0,456713832000.0,992645449000.0,500986993000.0,1563778385000.0,1118110360000.0,445668025000.0,110103046000.0,16444301000.0,319100220000.0,17675975000.0,14958419000.0,20272004000.0,58106802000.0,59568494000.0,330000918000.0,-78991391000.0,251375287000.0,317638528000.0,1966494345000.0,1634720435000.0,2481326000.0,,1674593873000.0,718757507000.0,49231943000.0,1616819000.0,53210934000.0,291900472000.0,120259921000.0,889034000.0,1440717000.0,87061930000.0,29490245000.0,196465435000.0,92737396000.0,16519254000.0,87208785000.0,,-76205514000.0,354539451000.0,327991994000.0,,,,559892680000.0,,230041583000.0,327119977000.0,-205353229000.0,10341729000.0,2441293717000.0,2430951988000.0
TCS80A0JV532,GRNT,Городские Инновационные Технологии,12b02d9e-99f9-4a74-938c-0cc6ca7d0e8f,1169875000,1169875000.0,0.0,104352850.0,0.98,0.09,-0.99,9.68,6.89,-101.04,-105281000.0,106377000.0,9558000.0,0.83,24479254.43,13454526.58,0.33,0.05,,05cd89b6-b99d-42cc-a77c-a4e9eb84168e,0.0,0.56,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.09,0.0,0.0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52.04,0.0,0.0,0.0,0.0,0.0,0.0,85457850.0,759,"ГИТ, ПАО",1127847487140.0,7804493447.0,12247 - Публичные акционерные общества,3,,,,,488987000.0,,514000.0,489501000.0,23315000.0,460771000.0,32000.0,48626000.0,,1026000.0,,73000000.0,562501000.0,1169875000.0,,,,,-709104000.0,460771000.0,1182000.0,,,1182000.0,1980000.0,98568000.0,,,100548000.0,562501000.0,-25601000.0,460771000.0,101730000.0,6333000.0,2613000.0,3720000.0,,2283000.0,1437000.0,,,,271241000.0,38123000.0,234555000.0,-46870000.0,187644000.0,234555000.0,9575000.0,9319000.0,,,8842000.0,5165000.0,100000.0,,,733000.0,,,,,,,,,,,,,,,,,,,,,,733000.0,9575000.0,8842000.0
BBG004S682Z6,RTKM,Ростелеком,90d90ce6-3fb7-4eba-bf7e-d02163ecaae2,3282997929,3282997929.0,0.29,216973333127.61,9.36,0.77,0.26,8.34,1.68,2.77,836214000000.0,23185000000.0,623126000000.0,221.67,4762354.44,3492954.4,80.92,51.55,,02eda274-10c4-4815-8e02-a8ee7eaf485b,0.0,0.68,0.0,RUB,0.0,0.0,38.37,2.71,4.1,2.71,,0.0,0.0,46.05,7.06,0.0,0.0,2025-08-13T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,5.81,0.0,0.0,0.0,-31534000000.0,0.0,0.0,0.0,10.19,-6.88,131.15,0.0,10.37,137.08,0.0,815204333127.61,2862,"РОСТЕЛЕКОМ, ПАО",1027700198767.0,7707049388.0,12247 - Публичные акционерные общества,116 500,,66800980000.0,528336633000.0,,355820498000.0,,55168752000.0,1006126863000.0,16848165000.0,330489260000.0,4641366000.0,81893424000.0,27365857000.0,53088172000.0,9591078000.0,193428062000.0,1199554925000.0,8731000.0,-24978000.0,,202668897000.0,1310000.0,120474903000.0,323128863000.0,286957540000.0,41454728000.0,431622000.0,453510405000.0,265489529000.0,72003491000.0,7360397000.0,,422915657000.0,1199554925000.0,79826270000.0,330489260000.0,876426062000.0,450504607000.0,455913899000.0,-5409292000.0,,,-5409292000.0,102630682000.0,25917350000.0,77795262000.0,34807881000.0,24904245000.0,55247114000.0,-3218664000.0,54524898000.0,4494344000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBG000RG4ZQ4,TGKN,ТГК-14,d0952a9f-7886-4061-8807-a7a1ac5d6f8e,1357945609114,1357945609114.0,0.09,9342665790.7,6.13,1.42,0.45,22.69,5.86,7.36,20683397000.0,1522849000.0,22277941000.0,339.14,88225655555.56,42498020000.0,0.01,0.0,,41133bf9-9b9d-4d28-8864-9160b57871d1,0.0,0.74,0.0,RUB,0.0,0.0,61.41,0.0,10.01,0.0,,124.66,0.0,493.54,0.0,0.0,0.0,2025-05-26T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,9.49,0.0,0.0,0.0,-2566726000.0,0.0,0.0,0.0,13.83,-3.64,50.14,0.0,14.0,246.05,0.0,20502140790.7,3503,"ТГК-14, ПАО",1047550031242.0,7534018889.0,12247 - Публичные акционерные общества,4 663,,779550000.0,14005911000.0,,2289999000.0,131256000.0,1521565000.0,18728281000.0,1498226000.0,9093946000.0,47316000.0,2264027000.0,1061261000.0,2658055000.0,311548000.0,7840433000.0,26568714000.0,1357946000.0,,1189207000.0,3731271000.0,135795000.0,2294145000.0,8708364000.0,7450893000.0,1988560000.0,339256000.0,9860728000.0,919729000.0,6133799000.0,385582000.0,273905000.0,7999622000.0,26568714000.0,12604000.0,9093946000.0,17860350000.0,19121390000.0,16807601000.0,2313789000.0,,,2313789000.0,19811000.0,879357000.0,955260000.0,979770000.0,765349000.0,2472118000.0,-907864000.0,1554614000.0,2528210000.0,20382317000.0,19089992000.0,2274000.0,,16808090000.0,10380714000.0,3021788000.0,916111000.0,181993000.0,3574227000.0,3281592000.0,668000.0,8520000.0,2507139000.0,513888000.0,5963008000.0,2309171000.0,,2500000000.0,118692000.0,-2681416000.0,2906559000.0,2607289000.0,,,299270000.0,6046348000.0,,2326519000.0,3719829000.0,-3139789000.0,-2246978000.0,26570468000.0,28817446000.0
BBG000RTHVK7,GCHE,Группа Черкизово,525ea1a3-e44e-4a99-baab-7f71e70a604a,42222042,42222042.0,0.03,150099359310.0,13.89,1.17,0.55,8.52,3.35,3.97,272329000000.0,10806000000.0,153837000000.0,120.26,3634.67,4267.16,4745.0,2911.0,,231e5e27-9956-47e7-ad50-6e802e4a92ed,0.0,0.53,0.0,RUB,0.0,0.0,38.65,98.92,2.78,98.92,,124.81,43944000000.0,199.7,255.93,6.65,0.0,2025-04-07T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,5.09,0.0,0.0,0.0,-8316000000.0,3.24,0.0,0.0,14.37,-18.05,115.87,0.0,17.96,123.8,0.0,292321359310.0,846,"ГРУППА ЧЕРКИЗОВО, ПАО",1057748318473.0,7718560636.0,12247 - Публичные акционерные общества,842,,3213607000.0,2586335000.0,,8267339000.0,613435000.0,284698000.0,14965414000.0,8734000.0,33289555000.0,8338000.0,25423685000.0,27753100000.0,13552000.0,180889000.0,53388298000.0,68353712000.0,422000.0,,,8907333000.0,22000.0,24381778000.0,33289555000.0,17000000000.0,12111000.0,2241342000.0,20222209000.0,11391874000.0,2154471000.0,,,14841948000.0,68353712000.0,23291500000.0,33289555000.0,35064157000.0,25236354000.0,6793287000.0,18443067000.0,,3331461000.0,15111606000.0,,2558768000.0,3018773000.0,813280000.0,1001761000.0,14463120000.0,273503000.0,14711215000.0,14923125000.0,25071848000.0,8441239000.0,328076000.0,,12089614000.0,3594932000.0,5021985000.0,2810612000.0,,12982234000.0,18709269000.0,108504000.0,,17480590000.0,1120175000.0,18191276000.0,1349334000.0,,16841942000.0,,517993000.0,12930125000.0,5931000000.0,,,6999125000.0,26527894000.0,,14657027000.0,11231000000.0,-13597769000.0,-97542000.0,56711242000.0,56808784000.0
TCS90A0JVBT9,UWGN,ОВК,3b1e4438-02bf-49c7-bb0d-31919a8f211f,2905885544,2905885544.0,0.13,89268803911.68,2.69,1.22,0.7,57.5,31.82,25.89,127974000000.0,33129000000.0,0.0,0.0,2658487.22,2986466.52,61.68,28.24,,17017bf0-ed5c-47be-8fae-c0cedbfabe32,0.0,0.59,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,287.63,44171000000.0,1.36,11.4,0.0,0.0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,4426000000.0,0.0,0.0,0.0,76.74,20.17,124.84,0.0,0.0,0.0,0.0,0.0,2318,"НПК ОВК, ПАО",1147746600539.0,7705522866.0,12247 - Публичные акционерные общества,546,,9076000.0,70153000.0,,22457054000.0,31108000.0,10535000.0,22577926000.0,840000.0,22835876000.0,1940000.0,239215000.0,,590595000.0,121000.0,832711000.0,23410637000.0,2905886000.0,,,172775254000.0,5800000.0,-152851064000.0,22835876000.0,,18484000.0,,18484000.0,,458562000.0,,30710000.0,556277000.0,23410637000.0,341378000.0,22835876000.0,574761000.0,3447096000.0,2580626000.0,866470000.0,,,866470000.0,,254066000.0,8268000.0,59488000.0,14017607000.0,-12845851000.0,-233640000.0,-13079491000.0,-13091649000.0,5804193000.0,5245497000.0,,,3061489000.0,438904000.0,2150612000.0,8268000.0,352339000.0,2742704000.0,,,,,,3714574000.0,10474000.0,,,,-3714574000.0,,,,,,2031000.0,,,,-2031000.0,-973901000.0,5804193000.0,6778094000.0
BBG000GQSRR5,NKNC,Нижнекамскнефтехим,3c04b636-d74a-4d8a-947a-1764a8c2485e,1611256000,1611256000.0,0.19,131639615200.0,3.5,0.37,0.46,11.1,6.31,13.15,285633000000.0,37560000000.0,194927000000.0,54.94,38926.67,27413.2,104.4,76.0,,7fad3575-99ca-4b36-807c-9c7c37e64b29,0.0,0.56,0.0,RUB,0.0,0.0,12.57,2.93,3.59,2.93,,0.0,0.0,28.0,23.31,0.0,0.0,2025-07-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,4.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.19,0.0,50.7,0.0,0.0,263.41,0.0,300678615200.0,2214,"НИЖНЕКАМСКНЕФТЕХИМ, ПАО",1021602502316.0,1651000010.0,12247 - Публичные акционерные общества,,,3718060000.0,364067997000.0,,4292483000.0,8591779000.0,29902686000.0,410573005000.0,28318560000.0,262847317000.0,227576000.0,74221394000.0,250821000.0,4911971000.0,7176492000.0,115106814000.0,525679819000.0,1830240000.0,,5106493000.0,,112445000.0,255798139000.0,262847317000.0,62925000000.0,20946898000.0,381117000.0,84283608000.0,127666628000.0,48422470000.0,,,178548894000.0,525679819000.0,59029455000.0,262847317000.0,262832502000.0,258758808000.0,193309799000.0,65449009000.0,4857098000.0,3917537000.0,56674374000.0,12122000.0,828008000.0,5283784000.0,3482528000.0,12552802000.0,43160446000.0,-11413695000.0,31761201000.0,47604100000.0,279541566000.0,249966566000.0,329699000.0,,233550750000.0,195353204000.0,19979227000.0,4284947000.0,8302770000.0,45990816000.0,1937532000.0,251139000.0,213115000.0,758542000.0,227356000.0,80280273000.0,76067633000.0,1724000.0,1345700000.0,2865216000.0,-78342741000.0,46001369000.0,38501369000.0,,,7500000000.0,11469670000.0,,5359293000.0,6109174000.0,34531699000.0,2179774000.0,327480467000.0,325300693000.0
BBG000BX7DH0,VRSB,ТНС энерго Воронеж,9809ead1-938d-4834-988b-1742afa94ff4,56151024,56151024.0,0.0,20888180928.0,11.44,2.55,0.61,22.17,14.55,5.37,34034002000.0,1826068000.0,0.0,0.0,14592.22,11401.2,521.0,286.5,,3c899002-e8f5-42fd-b617-4bc2f31e6767,0.0,0.64,0.0,RUB,0.0,0.0,21.36,6.95,1.87,6.95,,0.0,0.0,630.33,32.52,0.0,0.0,2025-06-27T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,3.09,0.0,0.0,0.0,531168000.0,0.0,0.0,0.0,6.91,39.32,28.49,0.0,3.93,0.0,0.0,0.0,3581,"ТНС ЭНЕРГО ВОРОНЕЖ, ПАО",1043600070458.0,3663050467.0,12247 - Публичные акционерные общества,,,482000.0,788973000.0,,4985300000.0,,,5774755000.0,2723000.0,7137242000.0,612000.0,2409443000.0,800000000.0,3018041000.0,24000.0,6230843000.0,12005598000.0,29947000.0,,147844000.0,1171000.0,1497000.0,6956783000.0,7137242000.0,,581665000.0,,581665000.0,,3536059000.0,,,4286691000.0,12005598000.0,1894148000.0,7137242000.0,4868356000.0,36875768000.0,18644713000.0,18231055000.0,16372209000.0,,1858846000.0,159595000.0,701860000.0,,585118000.0,2317041000.0,988378000.0,-277378000.0,707230000.0,126923000.0,34872246000.0,34081865000.0,2513000.0,,32690847000.0,31336479000.0,735995000.0,,567496000.0,2181399000.0,346828000.0,50000.0,2730000.0,55000.0,343993000.0,699719000.0,199719000.0,,500000000.0,,-352891000.0,,,,,,589133000.0,,582951000.0,,-589133000.0,1239375000.0,35219074000.0,33979699000.0
TCS009084453,NOMP,Новошип - ао,310de6ec-ca06-4718-bbe2-893abebbe4b5,286836224,286836224.0,0.0,40449644308.48,38.3,0.34,1.78,0.92,0.59,4.66,22662217000.0,1056102000.0,0.0,0.0,329.29,470.79,269.99,120.44,,b24fa6a8-b700-4afb-8e24-2c7ed5e4888e,0.0,0.13,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-54.39,3.68,0.0,0.0,2025-01-09T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,6.4,0.0,0.0,0.0,26651833000.0,0.0,0.0,0.0,-47.94,1.52,-1.6,0.0,0.0,0.0,0.0,0.0,2300,"НОВОШИП, ПАО",1022302377800.0,2315012204.0,12247 - Публичные акционерные общества,,,,170481000.0,57657000.0,1330503000.0,32336000.0,,1590977000.0,4296000.0,1756377000.0,,254353000.0,,6771758000.0,1055000.0,7031462000.0,8622439000.0,315629000.0,,10808000.0,,75168000.0,1354772000.0,1756377000.0,,1396000.0,,5117000.0,,6762066000.0,,,6860945000.0,8622439000.0,268341000.0,1756377000.0,6866062000.0,6342529000.0,118934000.0,6223595000.0,,289494000.0,5934101000.0,,580961000.0,,20936000.0,61884000.0,6474114000.0,-133986000.0,6340128000.0,5893153000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBG0047315D0,SNGS,Сургутнефтегаз,56195dde-fd1a-4026-b8e0-42dbda342c7c,35725994705,35725994705.0,0.25,785971883510.0,0.59,0.11,0.35,20.35,18.08,58.88,2245468000000.0,1322113000000.0,0.0,0.0,35324911.11,30104524.0,30.37,19.56,,1ffe1bff-d7b7-4b04-b482-34dc9cc0a4ba,0.0,0.54,0.0,RUB,0.0,0.0,2.43,0.9,4.09,0.9,,0.0,0.0,55.48,37.01,0.0,0.0,2025-07-17T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,2.82,0.0,0.0,0.0,330143000000.0,0.0,0.0,0.0,-4.67,2.38,44.31,0.0,27.82,0.0,0.0,0.0,3427,"СУРГУТНЕФТЕГАЗ, ПАО",1028600584540.0,8602060555.0,12247 - Публичные акционерные общества,,,54225733000.0,1960213810000.0,,,289742048000.0,78168462000.0,,129649764000.0,8314140931000.0,4643310000.0,506622184000.0,,31186986000.0,6637212000.0,,9562023129000.0,43427993000.0,,355757358000.0,192511786000.0,6514198000.0,7715915760000.0,8314127095000.0,,871685302000.0,6770050000.0,906458762000.0,,316130515000.0,13836000.0,569474000.0,341437272000.0,9562023129000.0,350758945000.0,8314140931000.0,1247896034000.0,,,,,,,,,,,,1369161046000.0,,1369161046000.0,1369161046000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBG004S68BH6,PIKK,ПИК СЗ (ПАО) ао,c14ab000-c378-432d-9686-1055170a4c3d,660497344,660497344.0,0.21,313273890259.2,15.79,0.76,0.42,5.01,1.25,2.69,738360000000.0,19844000000.0,720849000000.0,175.03,1641694.44,1555631.12,828.4,359.7,,03d5e771-fc10-438e-8892-85a40733612d,0.0,0.85,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,37.45,77088000000.0,-36.46,30.04,10.45,0.0,2021-05-14T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,4.2,0.0,0.0,0.0,-92993000000.0,6.38,0.0,0.0,15.34,-3.37,140.54,0.0,11.44,364.91,0.0,805394890259.2,2546,"ПИК СЗ, ПАО",1027739137084.0,7713011336.0,12247 - Публичные акционерные общества,1 881,,190610000.0,1436451000.0,,126347399000.0,11987391000.0,127759000.0,140089610000.0,9357762000.0,183171053000.0,154424000.0,128419496000.0,639902000.0,1927435000.0,99736000.0,140598755000.0,280688365000.0,41281084000.0,,,2797784000.0,2064054000.0,137028131000.0,183171053000.0,66778791000.0,333767000.0,320181000.0,67432739000.0,9363523000.0,15961770000.0,,,30084573000.0,280688365000.0,123742923000.0,183171053000.0,97517312000.0,60445765000.0,11602778000.0,48842987000.0,5709356000.0,11903827000.0,31229804000.0,,901330000.0,3602732000.0,12415247000.0,47342538000.0,-6398889000.0,9437259000.0,3038370000.0,-3697487000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBG004731354,ROSN,Роснефть,47ba7e01-8f52-4723-90e5-3ea379b9ccae,10598177817,10598177817.0,0.11,4210656046694.1,6.19,0.46,0.48,7.43,3.31,7.74,8782000000000.0,680000000000.0,0.0,0.0,2919552.44,2340111.56,615.0,362.6,,fd417230-19cf-4e7b-9623-f7c9ca18ec6b,0.0,0.65,0.0,RUB,0.0,0.0,40.9,26.24,6.6,26.24,,43.9,2349000000000.0,66.58,64.16,0.0,0.0,2026-01-12T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,7.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.65,0.0,16.86,0.0,4.99,0.0,0.0,0.0,2248,"НК РОСНЕФТЬ, ПАО",1027700043502.0,7706107510.0,12247 - Публичные акционерные общества,,,84706193000.0,2391084274000.0,,5751089671000.0,342817912000.0,859799000.0,8752505795000.0,261724223000.0,2657996214000.0,76597514000.0,4193875637000.0,775835842000.0,120973880000.0,6544750000.0,5454457902000.0,14206963697000.0,105982000.0,,2000.0,118159317000.0,5299000.0,2620105459000.0,2654570928000.0,6302178988000.0,335156791000.0,309067808000.0,6973724296000.0,1499507439000.0,2626140527000.0,3425286000.0,405175332000.0,4578668473000.0,14206963697000.0,1545257881000.0,2657996214000.0,11552392769000.0,9344986031000.0,7450964047000.0,1890326105000.0,564114102000.0,130183280000.0,1196028723000.0,,68917080000.0,586815079000.0,111843544000.0,252926281000.0,544056231000.0,-1617096000.0,542111474000.0,1061954230000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBG000VKG4R5,MRKU,Россети Урал,d2ebca50-7e7c-4255-b269-77b2ff1723e1,87430485711,87430485711.0,0.13,43365520912.66,4.54,0.56,0.35,13.21,6.82,7.74,123384277000.0,9555711000.0,29860611000.0,38.87,42081111.11,45770800.0,0.53,0.31,,1b64e38a-49ad-4f4d-a4d3-b34184899352,0.0,0.71,0.0,RUB,0.0,0.0,34.23,0.04,7.54,0.04,,135.05,27179689000.0,358.17,0.11,2.42,0.0,2025-07-07T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,11.0,0.0,0.0,0.0,-2759149000.0,0.82,0.0,0.0,8.67,-15.72,8.62,0.0,6.11,44.38,0.0,65702121912.66,2531,"РОССЕТИ УРАЛ, ПАО",1056604000970.0,6671163413.0,12247 - Публичные акционерные общества,,,1940202000.0,93582469000.0,,7470367000.0,2580822000.0,50321000.0,105624181000.0,1130782000.0,63011600000.0,2153000.0,8578263000.0,360000.0,7061925000.0,1536814000.0,18310297000.0,123934478000.0,8743049000.0,,,17009503000.0,437152000.0,36148405000.0,62338109000.0,12452940000.0,8517721000.0,7737827000.0,28708488000.0,11462924000.0,16976580000.0,673491000.0,47759000.0,32887881000.0,123934478000.0,-253369000.0,63011600000.0,61596369000.0,113958386000.0,99149457000.0,14808929000.0,93906000.0,1999673000.0,12715350000.0,1107194000.0,1206738000.0,2958162000.0,12717842000.0,6346439000.0,18442523000.0,-4162227000.0,14249959000.0,19086753000.0,104380297000.0,102577708000.0,83308000.0,,86237575000.0,58532484000.0,20054843000.0,2452110000.0,1394367000.0,18142722000.0,10669952000.0,18046000.0,3948000000.0,4533000000.0,2147530000.0,20651429000.0,15308234000.0,300000000.0,4164049000.0,879146000.0,-9981477000.0,9029518000.0,9029518000.0,,,,13229884000.0,,8086842000.0,5143042000.0,-4200366000.0,3960879000.0,124079767000.0,120118888000.0
