adr_to_common_share_ratio,asset_uid,average_daily_volume_last_10_days,average_daily_volume_last_4_weeks,beta,buy_back_ttm,currency,current_ratio_mrq,diluted_eps_ttm,dividend_payout_ratio_fy,dividend_rate_ttm,dividend_yield_daily_ttm,dividends_per_share,domicile_indicator_code,ebitda_change_five_years,ebitda_ttm,eps_change_five_years,eps_ttm,ev_to_ebitda_mrq,ev_to_sales,ex_dividend_date,fiscal_period_end_date,fiscal_period_start_date,five_year_annual_dividend_growth_rate,five_year_annual_revenue_growth_rate,five_years_average_dividend_yield,fixed_charge_coverage_ratio_fy,forward_annual_dividend_yield,free_cash_flow_to_price,free_cash_flow_ttm,free_float,high_price_last_52_weeks,low_price_last_52_weeks,market_capitalization,net_debt_to_ebitda,net_income_ttm,net_interest_margin_mrq,net_margin_mrq,number_of_employees,one_year_annual_revenue_growth_rate,pe_ratio_ttm,price_to_book_ttm,price_to_free_cash_flow_ttm,price_to_sales_ttm,revenue_change_five_years,revenue_ttm,roa,roe,roic,shares_outstanding,three_year_annual_revenue_growth_rate,total_debt_change_five_years,total_debt_mrq,total_debt_to_ebitda_mrq,total_debt_to_equity_mrq,total_enterprise_value_mrq
0.0,f712e646-7c5d-4266-aabd-a18c9c65a7e2,1545.22,1273.68,1.0,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-18.9,597.53,0.0,0.0,2024-06-03T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,1.37,0.0,0.0,0.0,3964329000.0,0.1,43400.0,24260.0,365947536120.0,0.0,6889243000.0,0.0,6.36,0.0,-2.41,53.12,1.21,92.31,3.38,12.45,108271800000.0,1.46,2.26,0.0,11529538.0,0.0,-19.18,63814414000.0,0.0,21.14,397498692120.0
0.0,68af184b-07c1-4f27-8889-62d869f9dc0e,226819555.56,164217680.0,0.56,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-87.42,-0.01,0.0,0.0,2015-07-10T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-179814000000.0,0.03,0.74,0.47,490047673785.8,0.0,-12356000000.0,0.0,-2.06,0.0,13.1,0.0,4.93,-2.73,0.82,53.4,599897000000.0,-0.54,-15.4,0.0,1009366990290.0,4.8,64.31,828345000000.0,0.0,833.67,1036357673785.79
0.0,8c1ee6c2-b233-492a-844b-871ad85296f0,128799.11,105126.28,0.44,0.0,RUB,0.0,0.0,0.0,104.0,18.09,104.0,,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-12T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,14.21,0.0,0.0,0.0,0.0,0.37,764.8,477.4,44660531750.0,0.0,0.0,0.0,0.0,0.0,12.24,0.0,4.06,0.0,0.0,0.0,0.0,21.11,28.68,0.0,77670490.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,f0a6fe09-3981-4501-a8f5-91821935e4d4,2767808.56,2090175.04,0.7,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,6212000000.0,0.0,-364.24,39.71,0.0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-39098000000.0,0.2,366.5,230.6,181066366089.0,10.56,-83002000000.0,0.0,-55.35,0.0,11.15,0.0,1.26,-4.63,1.21,0.0,149952000000.0,-23.74,-82.56,0.0,572904180.0,0.0,0.0,103338000000.0,0.0,72.06,246659366089.0
0.0,4833e124-265f-4879-adc8-58bdf983f54e,198442.22,265423.79,0.61,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,85.11,306951000000.0,363.54,265.27,2.5,0.0,2024-07-15T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,8.64,0.0,0.0,0.0,-80000349000.0,0.67,5470.0,2781.5,331517637815.0,1.42,27034086000.0,0.0,0.83,0.0,19.6,12.26,1.8,-4.14,0.1,122.36,3256598788000.0,1.75,15.68,0.0,101911355.0,17.92,108.82,505769394000.0,0.0,274.84,766081076815.0
0.0,57f975c5-abf2-4660-a2d8-82fd070896f0,452.86,407.11,0.56,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-660.43,-254.56,0.0,0.0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-5678354000.0,0.0,550.0,212.0,1583301165.42,0.0,-1612235000.0,0.0,-7.03,0.0,24.0,0.0,0.18,-0.28,0.07,28.35,22923844000.0,-3.15,-17.79,0.0,6333458.0,0.0,86.66,15212004000.0,0.0,175.61,14460969165.42
0.0,dca70560-9c9f-4fff-98e8-ba7dc78da7cc,5418891.33,4230045.88,0.84,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3240695000.0,0.0,-18.7,7.08,0.0,2024-12-06T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,6.04,0.0,0.0,0.0,-3897682000.0,0.32,242.86,76.4,10395322378.56,3.88,-2082903000.0,0.0,-16.58,0.0,33.3,0.0,1.81,-2.67,0.83,0.0,12564696000.0,-9.35,-31.95,0.0,111382432.0,0.0,0.0,13521305000.0,0.0,234.81,22957477378.56
0.0,27cee80c-18f8-450f-a1a2-8b0002f40358,11927428888.89,5376001875.0,0.46,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,99.76,35612000000.0,-3.35,0.05,7.05,0.0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-8387000000.0,0.11,1.09,0.46,176485404218.99,2.09,10709000000.0,0.0,12.47,0.0,11.95,16.48,3.19,-21.04,2.05,83.44,85910000000.0,6.97,21.57,0.0,222778849052.0,10.84,414.56,76011000000.0,0.0,137.2,251022404218.99
0.0,c6afcf42-d81f-4c8a-86de-aa302b20f171,4115.67,3115.44,0.49,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-96.95,42.09,0.0,0.0,2024-12-27T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,30.73,0.0,0.0,0.0,77000000.0,0.05,16000.0,3400.0,7811055000.0,0.0,48000000.0,0.0,0.0,0.0,0.0,162.73,24.64,101.44,0.0,0.0,0.0,3.5,4.27,0.0,1140300.0,0.0,-80.2,99000000.0,0.0,31.23,7396055000.0
0.0,d4e13625-5533-401e-8027-6e6d8305aa36,60652342.22,30602133.2,0.56,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,151.45,31027232000.0,-703.25,-10.09,6.15,0.0,2024-10-11T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,10.49,0.0,0.0,0.0,-28813821000.0,0.25,69.66,39.54,62088400000.0,4.14,-10390669000.0,0.0,-13.3,0.0,5.92,0.0,4.46,-2.15,0.79,168.62,78139671000.0,-5.67,-64.1,0.0,1030000000.0,18.52,260.61,136083765000.0,0.0,976.96,190672319000.0
0.0,fdc25807-6e48-4ae8-997f-400164c322d8,3964.71,2510.58,0.44,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-107.61,-2.55,0.0,0.0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,13387000000.0,0.0,67.73,28.5,146715784680.0,0.0,-12105000000.0,0.0,-2.98,0.0,15.7,0.0,0.47,10.96,0.36,44.45,405587000000.0,-1.6,-3.81,0.0,4754238000.0,12.34,0.0,0.0,0.0,0.0,0.0
0.0,447f6b00-b6ea-4f47-8cd8-eb23d1d71647,1304400.0,1051704.0,0.78,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,901.39,0.69,0.0,0.0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,157365000.0,0.0,5.6,3.54,3758880925.8,0.0,576549000.0,0.0,3.48,0.0,38.39,6.52,1.44,23.89,0.23,252.54,16563193000.0,8.86,24.63,0.0,838287450.0,19.2,-42.26,2402000.0,0.0,0.09,3744457925.8
0.0,1128b5b8-9256-4788-94be-27bbe9a898d4,1249133.33,1171648.0,0.04,0.0,RUB,0.0,0.0,0.0,0.08,5.08,0.08,,0.0,0.0,0.0,-0.07,0.0,0.0,2025-12-10T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,4.33,0.0,0.0,0.0,0.0,0.11,1.99,1.4,4590868799.6,0.0,-149779000.0,0.0,0.0,0.0,15.93,0.0,0.86,0.0,1.41,0.0,3263652000.0,-1.69,-3.3,0.0,2917616015.0,8.31,0.0,0.0,0.0,0.0,0.0
0.0,7d1ad8e7-9a2d-48fe-8c62-c92564d54e11,81975936.67,70045369.6,0.73,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,121.08,132235016600.07,19.57,0.98,8.78,0.0,2022-10-19T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,3.65,0.0,0.0,0.0,17379567204.11,0.18,44.0,27.6,581740539065.98,4.38,15508929967.27,0.0,1.23,0.0,7.46,37.51,0.61,33.47,0.46,77.85,1257609884786.43,0.77,1.49,0.0,15193014862.0,8.17,57.28,667609998000.0,0.0,70.29,1161073474565.98
0.0,11da2c0b-9bf5-4801-9da8-998b329254de,122492.22,61462.4,0.81,0.0,RUB,0.0,0.0,38.59,23.71,4.24,23.71,,340.17,4818073000.0,552.66,61.45,6.75,0.0,2025-12-19T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,5.42,0.0,0.0,0.0,2679985000.0,0.19,1063.5,390.0,37786723000.0,-1.1,4153646000.0,0.0,52.81,0.0,20.73,9.1,2.32,14.1,4.8,-39.82,7865756000.0,23.16,25.99,0.0,67597000.0,20.51,-97.78,34440000.0,0.0,0.21,32499618000.0
0.0,3941418c-804d-4f5f-8da5-c1867b83e6d7,7478.5,3956.61,0.31,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.79,53.12,52823224680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880387078.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,f924d7df-b6d0-4e36-9bf7-f38aaac2ce53,11070135.56,8420691.2,0.71,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,-26.54,51632000000.0,-69.32,3.15,8.2,0.0,2024-10-18T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,7.35,0.0,0.0,0.0,-53067000000.0,0.34,65.48,37.72,306235270895.4,2.27,23218000000.0,0.0,11.98,0.0,-25.89,13.19,0.75,-5.77,1.58,2.67,193856000000.0,3.61,5.88,0.0,7364965630.0,-10.37,17.57,177652000000.0,0.0,43.25,423245270895.4
0.0,8825caa4-258d-4965-881c-33d70c3e5fc6,12865.11,15684.96,0.39,0.0,RUB,0.0,0.0,0.0,151.3,8.84,151.3,,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-22T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,4.47,0.0,0.0,0.0,0.0,0.07,4444.5,1655.0,17970750000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500000.0,0.0,0.0,595035000.0,0.0,9.65,18019790000.0
0.0,9da0b54d-f8dd-4e75-9081-ec0b8257775c,1268014.78,1143141.67,0.75,0.0,RUB,0.0,0.0,67.48,65.59,11.52,65.59,,64.5,396200000000.0,60.22,97.19,3.15,0.0,2026-01-09T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,10.4,0.0,0.0,0.0,165945000000.0,0.32,769.8,511.1,1240110746440.0,0.02,211753000000.0,0.0,10.71,0.0,27.77,5.86,0.97,7.47,0.63,117.78,1977399000000.0,9.92,16.31,0.0,2178690700.0,17.07,-67.8,66925000000.0,0.0,5.25,1246456746440.0
0.0,12b02d9e-99f9-4a74-938c-0cc6ca7d0e8f,26824940.0,13299330.28,0.57,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.09,0.0,0.0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.05,105990675.0,0.0,106377000.0,0.0,-101.04,0.0,-52.04,1.0,0.09,0.0,-1.01,0.0,-105281000.0,6.89,9.68,0.0,1169875000.0,0.0,0.0,9558000.0,0.0,0.83,87095675.0
0.0,90d90ce6-3fb7-4eba-bf7e-d02163ecaae2,4373088.89,3300142.4,0.68,0.0,RUB,0.0,0.0,38.37,2.71,4.08,2.71,,0.0,0.0,46.05,7.06,0.0,0.0,2025-08-13T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,5.81,0.0,0.0,0.0,-31534000000.0,0.29,80.92,51.55,218122382402.76,0.0,23185000000.0,0.0,2.77,0.0,10.19,9.41,0.78,-6.92,0.26,131.15,836214000000.0,1.68,8.34,0.0,3282997929.0,10.37,137.08,623126000000.0,0.0,221.67,816353382402.76
0.0,8aab3ce5-5196-4258-b8e6-62ee7c0e2f16,130134.89,85011.56,0.49,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,10312120000.0,0.0,20.18,10.33,0.0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-3294207000.0,0.07,505.0,343.3,86434375000.0,1.95,4288536000.0,0.0,15.72,0.0,35.39,20.15,4.11,-26.24,3.17,0.0,27288942000.0,8.63,24.42,0.0,212500000.0,9.42,0.0,22687641000.0,0.0,107.9,106526884000.0
0.0,d0952a9f-7886-4061-8807-a7a1ac5d6f8e,86999111111.11,41468124000.0,0.74,0.0,RUB,0.0,0.0,61.41,0.0,9.46,0.0,,124.66,0.0,493.54,0.0,0.0,0.0,2025-05-26T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,9.49,0.0,0.0,0.0,-2566726000.0,0.09,0.01,0.0,9885844034.35,0.0,1522849000.0,0.0,7.36,0.0,13.83,6.49,1.5,-3.85,0.48,50.14,20683397000.0,5.86,22.69,0.0,1357945609114.0,14.0,246.05,22277941000.0,0.0,339.14,21045319034.35
0.0,8557fdd0-e5ec-4bae-8556-40aa79d9da77,224900.11,177839.68,0.0,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2150.0,1696.0,379115473185.0,0.0,69980000000.0,0.0,0.0,0.0,118.83,5.42,0.91,0.0,0.45,827.8,845615000000.0,1.27,17.95,0.0,179888718.0,80.0,0.0,0.0,0.0,0.0,0.0
0.0,0c0f20b3-82ca-4f0c-afbd-6df987e5ac4e,4139164.67,2465612.88,0.9,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,179.49,62262915000.0,0.0,38.56,4.21,0.0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-15845540000.0,0.2,244.5,94.78,119824525008.0,2.28,36966104000.0,0.0,9.31,0.0,37.07,3.24,0.52,-7.56,0.3,149.13,397191781000.0,8.38,18.17,0.0,958749600.0,15.86,60.03,169468494000.0,0.0,72.95,261878130008.0
0.0,525ea1a3-e44e-4a99-baab-7f71e70a604a,3514.33,4296.42,0.53,0.0,RUB,0.0,0.0,38.65,98.92,2.74,98.92,,124.81,43944000000.0,199.7,255.93,6.7,0.0,2025-04-07T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,5.09,0.0,0.0,0.0,-8316000000.0,0.03,4745.0,2911.0,152421571620.0,3.24,10806000000.0,0.0,3.97,0.0,14.37,14.11,1.19,-18.33,0.56,115.87,272329000000.0,3.35,8.52,0.0,42222042.0,17.96,123.8,153837000000.0,0.0,120.26,294643571620.0
0.0,3b1e4438-02bf-49c7-bb0d-31919a8f211f,2637567.11,2896192.28,0.59,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,287.63,44171000000.0,1.36,11.4,0.0,0.0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,4426000000.0,0.13,61.68,28.24,91535394636.0,0.0,33129000000.0,0.0,25.89,0.0,76.74,2.76,1.25,20.68,0.72,124.84,127974000000.0,31.82,57.5,0.0,2905885544.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,6ac8aa3a-2e68-42d4-9627-b1d7e3171945,81080222.22,101119000.0,0.39,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,95.4,46871000000.0,0.0,0.17,1.43,0.0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,17433000000.0,0.15,0.58,0.55,57290000000.0,0.21,17000000000.0,0.0,5.4,0.0,7.91,3.37,1.07,3.29,0.18,120.42,314763000000.0,12.66,30.22,0.0,100000000000.0,10.97,260.89,12332000000.0,0.0,23.04,67094000000.0
0.0,3c04b636-d74a-4d8a-947a-1764a8c2485e,39000.0,26848.4,0.56,0.0,RUB,0.0,0.0,12.57,2.93,3.66,2.93,,0.0,0.0,28.0,23.31,0.0,0.0,2025-07-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,4.16,0.0,0.0,0.0,0.0,0.19,104.4,76.0,129142168400.0,0.0,37560000000.0,0.0,13.15,0.0,14.19,3.44,0.36,0.0,0.45,50.7,285633000000.0,6.31,11.1,0.0,1611256000.0,0.0,263.41,194927000000.0,0.0,54.94,298181168400.0
0.0,9809ead1-938d-4834-988b-1742afa94ff4,12924.44,10923.2,0.64,0.0,RUB,0.0,0.0,21.36,6.95,1.8,6.95,,0.0,0.0,630.33,32.52,0.0,0.0,2025-06-27T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,3.09,0.0,0.0,0.0,531168000.0,0.0,521.0,286.5,21646219752.0,0.0,1826068000.0,0.0,5.37,0.0,6.91,11.85,2.65,40.75,0.64,28.49,34034002000.0,14.55,22.17,0.0,56151024.0,3.93,0.0,0.0,0.0,0.0,0.0
0.0,d0a04b4e-3fb8-447e-9f08-c8a856784e90,47068.56,40968.29,0.8,0.0,RUB,0.0,0.0,32.5,89.31,6.47,89.31,,0.0,0.0,489.81,274.8,0.0,0.0,2025-07-11T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,7.59,0.0,0.0,0.0,0.0,0.12,1715.0,1123.0,51805522378.5,0.0,9979265000.0,0.0,0.0,0.0,39.59,5.19,0.42,0.0,0.35,315.97,149650688000.0,1.5,8.84,0.0,37526637.0,37.25,0.0,0.0,0.0,0.0,0.0
0.0,d68f33b3-76d9-423b-a656-b2580cb0c9f2,6231662.22,4065432.0,0.51,0.0,RUB,0.0,0.0,95.0,26.11,14.1,26.11,,0.0,0.0,292.3,27.49,0.0,0.0,2025-07-10T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,7.07,0.0,0.0,0.0,0.0,0.65,244.46,154.1,421430201919.54,0.0,62567400000.0,0.0,0.0,0.0,45.17,6.74,1.66,0.0,3.02,290.75,139464800000.0,0.56,24.55,0.0,2276401458.0,40.72,0.0,0.0,0.0,0.0,0.0
0.0,310de6ec-ca06-4718-bbe2-893abebbe4b5,417.67,490.83,0.13,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-54.39,3.68,0.0,0.0,2025-01-09T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,6.4,0.0,0.0,0.0,26651833000.0,0.0,269.99,120.44,40495538104.32,0.0,1056102000.0,0.0,4.66,0.0,-47.94,38.34,0.34,1.52,1.79,-1.6,22662217000.0,0.59,0.92,0.0,286836224.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,56195dde-fd1a-4026-b8e0-42dbda342c7c,32232377.78,28445552.0,0.55,0.0,RUB,0.0,0.0,2.43,0.9,4.05,0.9,,0.0,0.0,55.48,37.01,0.0,0.0,2025-07-17T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,2.82,0.0,0.0,0.0,330143000000.0,0.25,30.37,19.56,793117082451.0,0.0,1322113000000.0,0.0,58.88,0.0,-4.67,0.6,0.11,2.4,0.35,44.31,2245468000000.0,18.08,20.35,0.0,35725994705.0,27.82,0.0,0.0,0.0,0.0,0.0
0.0,c14ab000-c378-432d-9686-1055170a4c3d,1316398.78,1417462.68,0.84,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,37.45,77088000000.0,-36.46,30.04,10.55,0.0,2021-05-14T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,4.2,0.0,0.0,0.0,-92993000000.0,0.21,828.4,359.7,320935659449.6,6.38,19844000000.0,0.0,2.69,0.0,15.34,16.17,0.78,-3.45,0.43,140.54,738360000000.0,1.25,5.01,0.0,660497344.0,11.44,364.91,720849000000.0,0.0,175.03,813056659449.6
0.0,47ba7e01-8f52-4723-90e5-3ea379b9ccae,2605398.22,2277790.21,0.65,0.0,RUB,0.0,0.0,40.9,26.24,6.51,26.24,,43.9,2349000000000.0,66.58,64.16,0.0,0.0,2026-01-12T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,7.38,0.0,0.0,0.0,0.0,0.11,615.0,362.6,4274245113596.1,0.0,680000000000.0,0.0,7.74,0.0,10.65,6.29,0.46,0.0,0.49,16.86,8782000000000.0,3.31,7.43,0.0,10598177817.0,4.99,0.0,0.0,0.0,0.0,0.0
0.0,2ae31189-187c-49cb-a133-3534a7dfae95,1043361.56,2332861.88,0.49,0.0,RUB,0.0,0.0,84.03,34.54,23.85,34.54,,791.9,20458014000.0,-829.93,41.1,2.91,0.0,2026-01-14T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,22.02,0.0,0.0,0.0,9160979000.0,0.32,151.85,110.05,23044726692.0,1.79,6541678000.0,0.0,3.1,0.0,46.88,3.52,0.68,2.52,0.11,449.62,211034990000.0,6.29,20.64,0.0,159148665.0,56.12,38.29,36807492000.0,0.0,109.12,59629944692.0
0.0,d2ebca50-7e7c-4255-b269-77b2ff1723e1,44555555.56,48320800.0,0.71,0.0,RUB,0.0,0.0,34.23,0.04,7.4,0.04,,135.05,27179689000.0,358.17,0.11,2.45,0.0,2025-07-07T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,11.0,0.0,0.0,0.0,-2759149000.0,0.13,0.53,0.31,44204853575.48,0.82,9555711000.0,0.0,7.74,0.0,8.67,4.63,0.58,-16.02,0.36,8.62,123384277000.0,6.82,13.21,0.0,87430485711.0,6.11,44.38,29860611000.0,0.0,38.87,66541454575.48
0.0,9b9cb779-d2c7-4e49-a6c3-5be1e08d9439,539728.0,427817.2,1.01,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,96.71,267866993994.43,47.77,103.24,4.17,0.0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,73134650360.13,0.14,569.45,338.7,314122002163.2,3.0,67031702394.99,0.0,4.47,0.0,8.63,4.69,0.28,4.3,0.21,78.18,1498617054780.3,2.66,5.79,0.0,638848896.0,9.23,41.03,911882438500.0,0.0,82.18,1117796379163.2
0.0,4393bdb6-9017-466e-a3bb-ddb55d24159f,1190177.89,1120402.12,0.64,0.0,RUB,0.0,0.0,22.94,136.0,4.05,136.0,,0.0,0.0,135.33,592.89,0.0,0.0,2026-01-07T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,2.84,0.0,0.0,0.0,0.0,0.56,3685.0,2810.0,901456935917.2,0.0,159057000000.0,0.0,0.0,0.0,79.49,5.67,1.21,0.0,0.71,441.49,1274410000000.0,3.08,25.95,0.0,268274786.0,45.93,0.0,0.0,0.0,0.0,0.0
0.0,457f79df-ad5b-4578-8c20-c5e066f5f1d6,265414444.44,205947600.0,0.49,0.0,RUB,0.0,0.0,16.62,0.01,4.59,0.01,,53.19,21085824000.0,-7.24,0.04,1.48,0.0,2025-07-09T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,6.33,0.0,0.0,0.0,3683535000.0,0.2,0.16,0.06,30336412151.73,0.04,8383327000.0,0.0,7.25,0.0,8.26,3.62,0.6,8.24,0.26,32.45,115697753000.0,10.14,17.79,0.0,188307958732.0,8.72,45.54,5894136000.0,0.0,11.58,31155281151.73
0.0,06a5a7c2-9aa6-4397-b7a0-22ea58d05633,88122.22,74816.0,0.46,0.0,RUB,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-95.11,0.92,0.0,0.0,2024-07-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,13.96,0.0,0.0,0.0,-77192000.0,0.11,12.92,9.18,1565293140.0,0.0,152852000.0,0.0,12.38,0.0,-2.24,10.24,1.66,-20.28,1.27,-39.27,1234217000.0,12.08,17.01,0.0,166167000.0,-4.85,0.0,0.0,0.0,0.0,0.0
0.0,3ff1e12d-21d6-41cd-9b79-55ba1cc43751,1698549.78,930542.96,0.72,0.0,RUB,0.0,0.0,25.67,1.0,1.29,1.0,,0.0,15604501000.0,0.0,3.9,2.71,0.0,2025-09-12T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,0.0,0.0,1.3,0.0,0.0,0.0,12522608000.0,0.13,115.0,60.01,38795000000.0,0.22,1947614000.0,0.0,1.06,0.0,0.0,19.92,10.72,3.1,0.21,0.0,184098514000.0,2.7,84.08,0.0,500000000.0,0.0,0.0,13040883000.0,0.0,360.44,42239473000.0
